date,price
210109,981
210116,971
210123,971
210130,991
210206,991
210220,1081
210227,1171
210306,1201
210313,1221
210320,1241
210327,1221
210403,1201
210410,1146
210417,1146
210424,1141
210501,1101
210508,1071
210515,1061
210522,1061
210529,1041
210605,1021
210612,1021
210619,1021
210626,1016
210703,1016
