date,price
210109,156
210116,156
210123,156
210130,156
210206,156
210213,156
210220,156
210227,156
210306,156
210313,156
210320,156
210327,156
210403,156
210410,156
210417,156
210424,156
210501,156
210508,156
210515,156
210522,156
210529,156
210605,159
210612,159
210619,159
210626,159
210703,159
