date,price
210109,1069
210116,1054
210123,1054
210130,1054
210206,1069
210220,1149
210227,1199
210306,1229
210313,1259
210320,1259
210327,1259
210403,1259
210410,1259
210417,1259
210424,1169
210501,1164
210508,1139
210515,1129
210522,1129
210529,1109
210605,1089
210612,1089
210619,1074
210626,1089
210703,1089
