date,price
210109,2290
210116,2290
210123,2090
210130,2090
210206,2090
210213,2090
210220,2090
210227,2090
210306,2490
210313,2490
210320,2480
210327,2480
210403,2400
210410,2400
210417,2400
210424,2480
210501,2480
210508,2480
210515,2480
210522,2480
210529,2480
210605,2405
210612,2405
210619,2340
210626,2340
210703,2340
