date,price
210109,1160
210116,1160
210123,1160
210130,1160
210206,1210
210213,1210
210220,1210
210227,1260
210306,1290
210313,1290
210320,1390
210327,1440
210403,1440
210410,1440
210417,1440
210424,1440
210501,1440
210508,1420
210515,1420
210522,1420
210529,1350
210605,1325
210612,1325
210619,1325
210626,1240
210703,1240
