date,price
210109,1490
210116,1200
210123,1200
210130,1200
210206,1200
210213,1200
210220,1240
210227,1240
210306,1450
210313,1450
210320,1450
210327,1450
210403,1340
210410,1350
210417,1350
210424,1350
210501,1350
210508,1350
210515,1350
210522,1500
210529,1500
210605,1460
210612,1460
210619,1460
210626,1460
210703,1460
